<doc id="fb_17830814_MathiasM" delinquent_sexes="male" title="Todesurteil Mathias M." attrs="word lemma pos vocab id">
<head>
Jnnhalt	Inhalt	NN	Duden	tu_125_xTok_000117
einen	ein	ART	Duden	tu_125_xTok_000262
dergestalt	dergestalt	ADV	Duden	tu_125_xTok_000264
gewaltthätigen	gewalttätig	ADJA	Duden	tu_125_xTok_000267
Raub	Raub	NN	Duden	tu_125_xTok_000269
<g/>
,
mit	mit	APPR	Duden	tu_125_xTok_000272
Bind=	Bindung	NN	Duden	tu_125_xTok_000274
und	und	KON	Duden	tu_125_xTok_000276
Schlagung	Schlagung	NN	DWB	tu_125_xTok_000278
der	d	ART	Duden	tu_125_xTok_000279
Bäurin	Bäuerin	NN	Duden	tu_125_xTok_000281
Leberin	Leberin	NE	oov	tu_125_xTok_000283
verübet	verüben	VVPP	Duden	tu_125_xTok_000285
<g/>
,
daß	dass	KOUS	Duden	tu_125_xTok_000288
sie	sie	PPER	Duden	tu_125_xTok_000290
durch	durch	APPR	Duden	tu_125_xTok_000292
die	d	ART	Duden	tu_125_xTok_000294
erhaltenen	erhalten	ADJA	Duden	tu_125_xTok_000296
<g/>
,
nach	nach	APPR	Duden	tu_125_xTok_000300
beschwornen	beschwören	ADJA	Duden	tu_125_xTok_000302
chyrurgischen	chirurgisch	ADJA	Duden	tu_125_xTok_000304
visum	visum	FM	G-LDHW	tu_125_xTok_000306
<g/>
&
repertum	reperio	FM	G-LDHW	tu_125_xTok_000310
zusammen	zusammen	ADV	Duden	tu_125_xTok_000311
für	für	APPR	Duden	tu_125_xTok_000313
sich	sich	PRF	Duden	tu_125_xTok_000315
<g/>
,
und	und	KON	Duden	tu_125_xTok_000318
nothwendig	notwendig	ADJD	Duden	tu_125_xTok_000320
tödtlichen	tödlich	ADJA	Duden	tu_125_xTok_000322
Schlägen	Schlag	NN	Duden	tu_125_xTok_000324
<g/>
,
auch	auch	ADV	Duden	tu_125_xTok_000326
noch	noch	ADV	Duden	tu_125_xTok_000328
den	d	ART	Duden	tu_125_xTok_000330
nämlichen	nämlich	ADJA	Duden	tu_125_xTok_000332
Vormittag	Vormittag	NN	Duden	tu_125_xTok_000334
gestorben	sterben	VVPP	Duden	tu_125_xTok_000336
<g/>
,
auch	auch	ADV	Duden	tu_125_xTok_000339
einen	ein	ART	Duden	tu_125_xTok_000341
beschwornen	beschwören	ADJA	Duden	tu_125_xTok_000344
Schaden	Schaden	NN	Duden	tu_125_xTok_000346
von	von	APPR	Duden	tu_125_xTok_000348
152	152	CARD		tu_125_xTok_000350
fl.	Flore	NN	DWB	tu_125_xTok_000352
11	11	CARD		tu_125_xTok_000355
kr.	Kreuzer	NN	Duden	tu_125_xTok_000357
so	so	PRELS	Duden	tu_125_xTok_000360
noch	noch	ADV	Duden	tu_125_xTok_000362
unerstattet	unerstattet	ADJD	oov	tu_125_xTok_000364
bleibet	bleiben	VVFIN	Duden	tu_125_xTok_000367
<g/>
,
verursachet	verursachen	VVPP	Duden	tu_125_xTok_000370
<g/>
.
Ferner	ferner	ADV	Duden	tu_125_xTok_000373
den	d	ART	Duden	tu_125_xTok_000375
12ten	12	ADJA		tu_125_xTok_000377
September	September	NN	Duden	tu_125_xTok_000380
1781.	1781	CARD		tu_125_xTok_000383
bey	bei	APPR	Duden	tu_125_xTok_000385
dem	d	ART	Duden	tu_125_xTok_000387
Joseph	Joseph	NE	Duden	tu_125_xTok_000389
Peyerl	Peyerl	NE	oov	tu_125_xTok_000391
<g/>
,
Herrsch.	Herrschaft	NN	Duden	tu_125_xTok_000394
Messendorfischen	Messendorfisch	ADJA	oov	tu_125_xTok_000397
Bergler	Bergler	NN	Duden	tu_125_xTok_000400
<g/>
,
Dachiger	Dachiger	ADJA	oov	tu_125_xTok_000403
Gemeine	Gemeine	NN	Duden	tu_125_xTok_000405
<g/>
,
mit	mit	APPR	Duden	tu_125_xTok_000408
dem	d	ART	Duden	tu_125_xTok_000410
Fleischhackers	Fleischhacker	NE	oov	tu_125_xTok_000412
Sepl	Sepl	NE	oov	tu_125_xTok_000415
<g/>
,
Muhrenberger	Muhrenberger	NE	oov	tu_125_xTok_000418
Franzl	Franzl	NE	oov	tu_125_xTok_000420
<g/>
,
König	König	NN	Duden	tu_125_xTok_000423
Wastl	Wastl	NE	oov	tu_125_xTok_000425
<g/>
,
Arbeiter	Arbeiter	NE	oov	tu_125_xTok_000428
Hiesel	Hiesel	NE	oov	tu_125_xTok_000431
<g/>
,
und	und	KON	Duden	tu_125_xTok_000434
Delinquenten	Delinquent	NN	Duden	tu_125_xTok_000436
Menschin	Menschin	NE	oov	tu_125_xTok_000438
Lisel	Lisel	NE	oov	tu_125_xTok_000440
mit	mit	APPR	Duden	tu_125_xTok_000442
Bind	Bindung	NN	Duden	tu_125_xTok_000444
und	und	KON	Duden	tu_125_xTok_000445
Schlagung	Schlagung	NN	DWB	tu_125_xTok_000447
der	d	ART	Duden	tu_125_xTok_000449
Hausleute	Hausleute	NN	Duden	tu_125_xTok_000451
einen	ein	ART	Duden	tu_125_xTok_000453
Raub	Raub	NN	Duden	tu_125_xTok_000455
von	von	APPR	Duden	tu_125_xTok_000457
einen	ein	ART	Duden	tu_125_xTok_000459
beschwornen	beschwören	ADJA	Duden	tu_125_xTok_000461
Schadensbetrag	Schadensbetrag	NN	oov	tu_125_xTok_000464
von	von	APPR	Duden	tu_125_xTok_000466
66	66	CARD		tu_125_xTok_000468
fl.	Flore	NN	DWB	tu_125_xTok_000470
12	12	CARD		tu_125_xTok_000473
kr.	Kreuzer	NN	Duden	tu_125_xTok_000475
Ferner	ferner	ADV	Duden	tu_125_xTok_000478
den	d	ART	Duden	tu_125_xTok_000480
17ten	17	ADJA	Duden	tu_125_xTok_000481
December	Dezember	NN	Duden	tu_125_xTok_000484
1781.	1781	CARD		tu_125_xTok_000486
bey	bei	APPR	Duden	tu_125_xTok_000488
dem	d	ART	Duden	tu_125_xTok_000490
Mathias	Matthias	NE	Duden	tu_125_xTok_000492
Fleischhacker	Fleischhacker	NE	Duden	tu_125_xTok_000494
<g/>
,
Wellstorfischen	Wellsdorfisch	ADJA	oov	tu_125_xTok_000496
Unterthan	Untertan	NN	Duden	tu_125_xTok_000498
in	in	APPR	Duden	tu_125_xTok_000500
Rosenberg	Rosenberg	NE::top	oov	tu_125_xTok_000502
mit	mit	APPR	Duden	tu_125_xTok_000504
Bind=	Bindung	NN	Duden	tu_125_xTok_000506
und	und	KON	Duden	tu_125_xTok_000508
Schlagung	Schlagung	NN	DWB	tu_125_xTok_000509
<g/>
,
auch	auch	ADV	Duden	tu_125_xTok_000512
sonstigen	sonstig	ADJA	Duden	tu_125_xTok_000514
Bedrohungen	Bedrohung	NN	Duden	tu_125_xTok_000516
mit	mit	APPR	Duden	tu_125_xTok_000518
noch	noch	ADV	Duden	tu_125_xTok_000520
drey	drei	CARD	Duden	tu_125_xTok_000522
andern	andere	ADJA	Duden	tu_125_xTok_000523
Gespänen	Gespan	NN	Duden	tu_125_xTok_000525
<g/>
,
als	als	KOKOM	Duden	tu_125_xTok_000528
dem	d	ART	Duden	tu_125_xTok_000530
Wörter=	Wörter	NE	oov	tu_125_xTok_000532
Hansel	Hansel	NE	oov	tu_125_xTok_000532b
<g/>
,
Fleischha cker cker	Fleischhacker	NE	oov	tu_125_xTok_000535
Sepl	Sepl	NE	oov	tu_125_xTok_000538
<g/>
,
und	und	KON	Duden	tu_125_xTok_000541
Maurer	Maurer	NE	oov	tu_125_xTok_000543
Franzl	Franzl	NE	oov	tu_125_xTok_000545
<g/>
,
einen	ein	ART	Duden	tu_125_xTok_000548
nächtlichen	nächtlich	ADJA	Duden	tu_125_xTok_000550
gewaltthätigen	gewalttätig	ADJA	Duden	tu_125_xTok_000552
Raub	Raub	NN	Duden	tu_125_xTok_000555
in	in	APPR	Duden	tu_125_xTok_000557
einen	ein	ART	Duden	tu_125_xTok_000559
beschwornen	beschwören	ADJA	Duden	tu_125_xTok_000561
Schadensbetrag	Schadensbetrag	NN	oov	tu_125_xTok_000563
von	von	APPR	Duden	tu_125_xTok_000564
78	78	CARD		tu_125_xTok_000566
fl.	Flore	NN	DWB	tu_125_xTok_000568
34	34	CARD		tu_125_xTok_000571
kr.	Kreuzer	NN	Duden	tu_125_xTok_000573
Ferner	ferner	ADV	Duden	tu_125_xTok_000576
den	d	ART	Duden	tu_125_xTok_000578
22ten	22	ADJA	Duden	tu_125_xTok_000580
December	Dezember	NN	Duden	tu_125_xTok_000583
1781.	1781	CARD		tu_125_xTok_000585
bey	bei	APPR	Duden	tu_125_xTok_000586
der	d	ART	Duden	tu_125_xTok_000588
Barbara	Barbara	NE	Duden	tu_125_xTok_000590
Luttenbergerin	Luttenbergerin	NE	oov	tu_125_xTok_000592
<g/>
,
Freybergischen	Freibergisch	ADJA	oov	tu_125_xTok_000595
Unterthanin	Untertanin	NN	Duden	tu_125_xTok_000597
<g/>
,
mit	mit	APPR	Duden	tu_125_xTok_000601
dem	d	ART	Duden	tu_125_xTok_000603
Fleischhacker	Fleischhacker	NE	oov	tu_125_xTok_000605
Sepl	Sepl	NE	oov	tu_125_xTok_000607
<g/>
,
Wörter	Wörter	NE	oov	tu_125_xTok_000610
Hansel	Hansel	NE	oov	tu_125_xTok_000612
<g/>
,
Maurer	Maurer	NE	oov	tu_125_xTok_000614
Franzl	Franzl	NE	oov	tu_125_xTok_000616
<g/>
,
Schinder	Schinder	NE	oov	tu_125_xTok_000619
Jakl	Jakl	NE	oov	tu_125_xTok_000621
<g/>
,
und	und	KON	Duden	tu_125_xTok_000624
der	d	ART	Duden	tu_125_xTok_000626
zwey	zwei	CARD	Duden	tu_125_xTok_000628
Weibsbilder	Weibsbild	NN	Duden	tu_125_xTok_000630
Lisel	Lisel	NE	oov	tu_125_xTok_000633
und	und	KON	Duden	tu_125_xTok_000635
Julerl	Julerl	NE	oov	tu_125_xTok_000637
<g/>
,
mit	mit	APPR	Duden	tu_125_xTok_000640
Bind=	Bindung	NN	Duden	tu_125_xTok_000642
und	und	KON	Duden	tu_125_xTok_000644
Schlagung	Schlagung	NN	DWB	tu_125_xTok_000646
<g/>
,
auch	auch	ADV	Duden	tu_125_xTok_000649
sonstigen	sonstig	ADJA	Duden	tu_125_xTok_000650
Bedrohungen	Bedrohung	NN	Duden	tu_125_xTok_000652
der	d	ART	Duden	tu_125_xTok_000654
Hausleute	Hausleute	NN	Duden	tu_125_xTok_000656
einen	ein	ART	Duden	tu_125_xTok_000658
nächtlichen	nächtlich	ADJA	Duden	tu_125_xTok_000660
gewaltthätigen	gewalttätig	ADJA	Duden	tu_125_xTok_000661
Raub	Raub	NN	Duden	tu_125_xTok_000663
in	in	APPR	Duden	tu_125_xTok_000665
einem	ein	ART	Duden	tu_125_xTok_000667
beschwornen	beschwören	ADJA	Duden	tu_125_xTok_000669
Schadensbetrag	Schadensbetrag	NN	oov	tu_125_xTok_000671
von	von	APPR	Duden	tu_125_xTok_000674
200	200	CARD		tu_125_xTok_000676
fl.	Flore	NN	DWB	tu_125_xTok_000678
24	24	CARD		tu_125_xTok_000681
kr.	Kreuzer	NN	Duden	tu_125_xTok_000683
Ferner	ferner	ADV	Duden	tu_125_xTok_000686
den	d	ART	Duden	tu_125_xTok_000688
7ten	7	ADJA		tu_125_xTok_000690
Jäner	Jänner	NN	Duden	tu_125_xTok_000693
1782.	1782	CARD		tu_125_xTok_000695
bey	bei	APPR	Duden	tu_125_xTok_000697
dem	d	ART	Duden	tu_125_xTok_000699
Joseph	Joseph	NE	Duden	tu_125_xTok_000701
Zoller	Zoller	NE	oov	tu_125_xTok_000703
<g/>
,
Herrsch.	Herrschaft	NN	Duden	tu_125_xTok_000706
Thattenbachischen	Thattenbachisch	ADJA	oov	tu_125_xTok_000709
Unterthan	Untertan	NN	Duden	tu_125_xTok_000711
in	in	APPR	Duden	tu_125_xTok_000714
Haidbergen	Haidbergen	NE::top	oov	tu_125_xTok_000716
<g/>
,
mit	mit	APPR	Duden	tu_125_xTok_000719
dem	d	ART	Duden	tu_125_xTok_000721
Leyrer	Leyrer	NE	oov	tu_125_xTok_000723
Sepl	Sepl	NE	oov	tu_125_xTok_000725
<g/>
,
Arbeiter	Arbeiter	NE	oov	tu_125_xTok_000728
Hiesel	Hiesel	NE	oov	tu_125_xTok_000731
<g/>
,
Hammer=	Hammer	NE	oov	tu_125_xTok_000734
und	und	KON	Duden	tu_125_xTok_000736
Muhrenberger	Muhrenberger	NE	oov	tu_125_xTok_000738
Franzl	Franzl	NE	oov	tu_125_xTok_000740
<g/>
,
Halter	Halter	NE	oov	tu_125_xTok_000743
Jackl	Jackl	NE	oov	tu_125_xTok_000746
<g/>
,
Fleischhacker	Fleischhacker	NE	oov	tu_125_xTok_000749
Sepel	Sepel	NE	oov	tu_125_xTok_000751
<g/>
,
und	und	KON	Duden	tu_125_xTok_000754
Wörter	Wörter	NE	oov	tu_125_xTok_000756
Hansel	Hansel	NE	oov	tu_125_xTok_000758
<g/>
,
mit	mit	APPR	Duden	tu_125_xTok_000760
Eingrab=	Eingrabung	NN	Duden	tu_125_xTok_000762
Schlag=	Schlagung	NN	DWB	tu_125_xTok_000764
Bind=	Bindung	NN	Duden	tu_125_xTok_000766
und	und	KON	Duden	tu_125_xTok_000768
Brennung	Brennung	NN	DWB	tu_125_xTok_000770
der	d	ART	Duden	tu_125_xTok_000772
Hausleute	Hausleute	NN	Duden	tu_125_xTok_000774
einen	ein	ART	Duden	tu_125_xTok_000777
gewalthätigen	gewalttätig	ADJA	Duden	tu_125_xTok_000779
Raub	Raub	NN	Duden	tu_125_xTok_000781
in	in	APPR	Duden	tu_125_xTok_000783
einem	ein	ART	Duden	tu_125_xTok_000785
beschwornen	beschwören	ADJA	Duden	tu_125_xTok_000787
Schadensbetrag	Schadensbetrag	NN	oov	tu_125_xTok_000788
von	von	APPR	Duden	tu_125_xTok_000790
63	63	CARD		tu_125_xTok_000792
fl.	Flore	NN	DWB	tu_125_xTok_000794
29	29	CARD		tu_125_xTok_000797
kr.	Kreuzer	NN	Duden	tu_125_xTok_000799
Ferner	ferner	ADV	Duden	tu_125_xTok_000802
den	d	ART	Duden	tu_125_xTok_000804
8ten	8	ADJA		tu_125_xTok_000806
Febr.	Februar	NN	Duden	tu_125_xTok_000808
1782.	1782	CARD		tu_125_xTok_000811
bey	bei	APPR	Duden	tu_125_xTok_000813
der	d	ART	Duden	tu_125_xTok_000815
Wasserbeckin	Wasserbeckin	NE	oov	tu_125_xTok_000817
<g/>
,
Herrsch.	Herrschaft	NN	Duden	tu_125_xTok_000820
Freybergischen	Freibergisch	ADJA	oov	tu_125_xTok_000823
Unterthanin	Untertanin	NN	Duden	tu_125_xTok_000826
<g/>
,
mit	mit	APPR	Duden	tu_125_xTok_000829
dem	d	ART	Duden	tu_125_xTok_000831
Leyrer	Leyrer	NE	oov	tu_125_xTok_000833
Sepl	Sepl	NE	oov	tu_125_xTok_000835
<g/>
,
Halter	Halter	NE	oov	tu_125_xTok_000838
Jakl	Jakl	NE	oov	tu_125_xTok_000840
<g/>
,
Fleischhacker	Fleischhacker	NE	oov	tu_125_xTok_000842
Sepl	Sepl	NE	oov	tu_125_xTok_000844
<g/>
,
und	und	KON	Duden	tu_125_xTok_000847
der	d	ART	Duden	tu_125_xTok_000849
Menschin	Menschin	NE	oov	tu_125_xTok_000851
Lisel	Lisel	NE	oov	tu_125_xTok_000853
mit	mit	APPR	Duden	tu_125_xTok_000855
Bind	Bindung	NN	Duden	tu_125_xTok_000857
und	und	KON	Duden	tu_125_xTok_000858
Schlagung	Schlagung	NN	DWB	tu_125_xTok_000860
der	d	ART	Duden	tu_125_xTok_000862
Hausleute	Hausleute	NN	Duden	tu_125_xTok_000864
einen	ein	ART	Duden	tu_125_xTok_000866
nächtlichen	nächtlich	ADJA	Duden	tu_125_xTok_000868
gewaltthätigen	gewalttätig	ADJA	Duden	tu_125_xTok_000870
Raub	Raub	NN	Duden	tu_125_xTok_000873
in	in	APPR	Duden	tu_125_xTok_000875
einem	ein	ART	Duden	tu_125_xTok_000877
beschwornen	beschwören	ADJA	Duden	tu_125_xTok_000879
Schadensbetrag	Schadensbetrag	NN	oov	tu_125_xTok_000881
pr.	per	APPR	Duden	tu_125_xTok_000883
40	40	CARD		tu_125_xTok_000885
fl.	Flore	NN	DWB	tu_125_xTok_000887
3	3	CARD		tu_125_xTok_000890
kr.	Kreuzer	NN	Duden	tu_125_xTok_000892
Endlich	endlich	ADV	Duden	tu_125_xTok_000895
den	d	ART	Duden	tu_125_xTok_000897
18ten	18	ADJA		tu_125_xTok_000899
November	November	NN	Duden	tu_125_xTok_000902
1782.	1782	CARD		tu_125_xTok_000904
bey	bei	APPR	Duden	tu_125_xTok_000906
dem	d	ART	Duden	tu_125_xTok_000907
Anton	Anton	NE	Duden	tu_125_xTok_000909
Hösch	Hösch	NE	oov	tu_125_xTok_000911
<g/>
,
Herrsch.	Herrschaft	NN	Duden	tu_125_xTok_000914
Giessing	Giessing	NE::top	oov	tu_125_xTok_000917
<g/>
.
Unterthan	Untertan	NN	Duden	tu_125_xTok_000920
<g/>
,
mit	mit	APPR	Duden	tu_125_xTok_000923
dem	d	ART	Duden	tu_125_xTok_000924
Muhrenberger	Muhrenberger	NE	oov	tu_125_xTok_000926
Franzl	Franzl	NE	oov	tu_125_xTok_000928
<g/>
,
und	und	KON	Duden	tu_125_xTok_000931
noch	noch	ADV	Duden	tu_125_xTok_000933
drey	drei	CARD	Duden	tu_125_xTok_000935
andern	andere	ADJA	Duden	tu_125_xTok_000937
Gespänen	Gespan	NN	Duden	tu_125_xTok_000939
<g/>
,
mit	mit	APPR	Duden	tu_125_xTok_000943
Bind=	Bindung	NN	Duden	tu_125_xTok_000945
und	und	KON	Duden	tu_125_xTok_000947
Schlagung	Schlagung	NN	DWB	tu_125_xTok_000949
der	d	ART	Duden	tu_125_xTok_000951
Hausleute	Hausleute	NN	Duden	tu_125_xTok_000953
einen	ein	ART	Duden	tu_125_xTok_000955
nächtlichen	nächtlich	ADJA	Duden	tu_125_xTok_000958
gewaltthätigen	gewalttätig	ADJA	Duden	tu_125_xTok_000960
Raub	Raub	NN	Duden	tu_125_xTok_000962
in	in	APPR	Duden	tu_125_xTok_000964
einem	ein	ART	Duden	tu_125_xTok_000966
beschwornen	beschwören	ADJA	Duden	tu_125_xTok_000968
Schadensbetrag	Schadensbetrag	NN	oov	tu_125_xTok_000971
von	von	APPR	Duden	tu_125_xTok_000973
710	710	CARD		tu_125_xTok_000975
fl.	Flore	NN	DWB	tu_125_xTok_000977
40	40	CARD		tu_125_xTok_000980
kr.	Kreuzer	NN	Duden	tu_125_xTok_000982
verübet	verüben	VVPP	Duden	tu_125_xTok_000985
<g/>
.
Von	von	APPR	Duden	tu_125_xTok_000988
welch	welch	PRELAT	Duden	tu_125_xTok_000989
sammentlichen	sammentlich	ADJA	DWB	tu_125_xTok_000991
entwendeten	entwenden	ADJA	Duden	tu_125_xTok_000993
Gut	Gut	NN	Duden	tu_125_xTok_000995
auf	auf	APPR	Duden	tu_125_xTok_000997
Delinquentens	Delinquent	NN	Duden	tu_125_xTok_000999
Antheil	Anteil	NN	Duden	tu_125_xTok_001002
ein	ein	ART	Duden	tu_125_xTok_001004
noch	noch	ADV	Duden	tu_125_xTok_001006
unerstatteter	unerstattet	ADJA	oov	tu_125_xTok_001008
Schaden	Schaden	NN	Duden	tu_125_xTok_001010
178	178	CARD		tu_125_xTok_001012
fl.	Flore	NN	DWB	tu_125_xTok_001014
27	27	CARD		tu_125_xTok_001017
3/4	3/4	CARD		tu_125_xTok_001018
kr	Kreuzer	NN	Duden	tu_125_xTok_001022
verbleibet	verbleiben	VVFIN	Duden	tu_125_xTok_001024
<g/>
.
Ueber dies	überdies	ADV		tu_125_xTok_001027
er	er	PPER	Duden	tu_125_xTok_001031
auch	auch	ADV	Duden	tu_125_xTok_001033
einbekannter massen	einbekanntermassen	ADV		tu_125_xTok_001035
<g/>
,
der	d	ART	Duden	tu_125_xTok_001041
an	an	APPR	Duden	tu_125_xTok_001043
den	d	ART	Duden	tu_125_xTok_001045
Regim. Gemeinen	Regimentsgemeine	NN		tu_125_xTok_001047
Michael	Michael	NE	Duden	tu_125_xTok_001052
Mild	Mild	NE	oov	tu_125_xTok_001054
<g/>
,
den	d	ART	Duden	tu_125_xTok_001057
26ten	26	ADJA		tu_125_xTok_001058
Febr.	Februar	NN	Duden	tu_125_xTok_001061
1782.	1782	CARD		tu_125_xTok_001064
mit	mit	APPR	Duden	tu_125_xTok_001066
noch	noch	ADV	Duden	tu_125_xTok_001068
4	4	CARD		tu_125_xTok_001070
anderen	andere	ADJA	Duden	tu_125_xTok_001072
Gespänen	Gespan	NN	Duden	tu_125_xTok_001074
verübten	verüben	ADJA	Duden	tu_125_xTok_001076
öffentlichen	öffentlich	ADJA	Duden	tu_125_xTok_001079
Vergewaltigung	Vergewaltigung	NN	Duden	tu_125_xTok_001081
und	und	KON	Duden	tu_125_xTok_001083
Mißhandlung	Misshandlung	NN	Duden	tu_125_xTok_001085
<g/>
,
auch	auch	ADV	Duden	tu_125_xTok_001087
von	von	APPR	Duden	tu_125_xTok_001089
Delinquenten	Delinquent	NN	Duden	tu_125_xTok_001091
selbst	selbst	ADV	Duden	tu_125_xTok_001093
mit	mit	APPR	Duden	tu_125_xTok_001095
einem	ein	ART	Duden	tu_125_xTok_001097
Scheit	Scheit	NN	Duden	tu_125_xTok_001099
Holz	Holz	NN	Duden	tu_125_xTok_001101
versetzten	versetzen	ADJA	Duden	tu_125_xTok_001102
<g/>
,
vermög	vermöge	APPR	Duden	tu_125_xTok_001105
chyrurgischen	chirurgisch	ADJA	Duden	tu_125_xTok_001107
Befund	Befund	NN	Duden	tu_125_xTok_001109
<g/>
,
tödtlichen	tödlich	ADJA	Duden	tu_125_xTok_001112
Schlag	Schlag	NN	Duden	tu_125_xTok_001114
wovon	wovon	PWAV	Duden	tu_125_xTok_001115
aber	aber	ADV	Duden	tu_125_xTok_001117
der	d	ART	Duden	tu_125_xTok_001119
Verwundete	Verwundeter	NN	Duden	tu_125_xTok_001121
wieder	wieder	ADV	Duden	tu_125_xTok_001123
hergestellet	herstellen	VVPP	Duden	tu_125_xTok_001125
worden	werden	VAPP	Duden	tu_125_xTok_001127
<g/>
,
sich	sich	PRF	Duden	tu_125_xTok_001131
schuldig	schuldig	ADJD	Duden	tu_125_xTok_001133
gemacht	machen	VVPP	Duden	tu_125_xTok_001135
<g/>
.
</p>
<head>
Jnnhalt	Inhalt	NN	Duden	tu_125_xTok_001137
seines	sein	PPOSAT	Duden	tu_125_xTok_001139
Urtheils	Urteil	NN	Duden	tu_125_xTok_001141
<g/>
.
</head>
<p id="fb_17830814_MathiasM_p_0002">
Dieser	diese	PDAT	Duden	tu_125_xTok_001143
vielfältigen	vielfältig	ADJA	Duden	tu_125_xTok_001145
Uebelthaten	Übeltat	NN	Duden	tu_125_xTok_001147
halber	halber	APPO	Duden	tu_125_xTok_001149
ist	sein	VAFIN	Duden	tu_125_xTok_001151
von	von	APPR	Duden	tu_125_xTok_001153
dem	d	ART	Duden	tu_125_xTok_001155
zusammengesetzten	zusammengesetzt	ADJA	Duden	tu_125_xTok_001156
beeydeten	beeiden	ADJA	Duden	tu_125_xTok_001158
Kriegsrecht	Kriegsrecht	NN	Duden	tu_125_xTok_001160
<g/>
,
nach	nach	APPR	Duden	tu_125_xTok_001163
abgeführter	abführen	ADJA	DRW	tu_125_xTok_001165
rechtlicher	rechtlich	ADJA	Duden	tu_125_xTok_001168
Untersuchung	Untersuchung	NN	Duden	tu_125_xTok_001170
per	per	APPR	Duden	tu_125_xTok_001172
vota	votum	FM	G-LDHW	tu_125_xTok_001174
